id;eltamont;eltaval;extremite_amont;extremite_aval;lgmvtaval;vit_reg;geometry
T_1037150781_toRef_F_F;R_82647706;C_572107503;844903.504900 6521360.093000;845080.363168 6521351.638166;194,371;13,89;LINESTRING (844903.5049 6521360.093, 845080.363168 6521351.638166)
T_1037151954_FRef;R_1036863277;S_1036863278_T_1037151954_FRef;844982.992325 6521557.914863;844935.503817 6521589.140259;131,181;13,89;LINESTRING (844982.992325 6521557.914863, 844935.503817 6521589.140259)
T_1037151954_toRef;E_1036863278_T_1037151954_toRef;R_1036863277;844929.509183 6521589.393941;844983.134075 6521551.916537;139,97;13,89;LINESTRING (844929.509183 6521589.393941, 844983.134075 6521551.916537)
T_1037151955_FRef;R_1036863277;S_1036863279_T_1037151955_FRef;844986.063198 6521554.918897;844986.026498 6521589.353397;34,435;13,89;LINESTRING (844986.063198 6521554.918897, 844986.026498 6521589.353397)
T_1037151955_toRef;E_1036863279_T_1037151955_toRef;R_1036863277;844980.026502 6521589.347003;844980.063202 6521554.912503;34,435;13,89;LINESTRING (844980.026502 6521589.347003, 844980.063202 6521554.912503)
T_1037151956_FRef;R_966022602;R_1036863280;845044.552693 6521557.145345;844996.336593 6521558.227145;48,228;13,89;LINESTRING (845044.552693 6521557.145345, 844996.336593 6521558.227145)
T_1037151956_toRef;R_1036863280;R_966022602;844996.202007 6521552.228655;845044.418107 6521551.146855;48,228;13,89;LINESTRING (844996.202007 6521552.228655, 845044.418107 6521551.146855)
T_1037151957_FRef;R_1036863277;R_1036863280;844983.134102 6521551.916538;844996.340202 6521552.228738;13,21;13,89;LINESTRING (844983.134102 6521551.916538, 844996.340202 6521552.228738)
T_1037151957_toRef;R_1036863280;R_1036863277;844996.198398 6521558.227062;844982.992298 6521557.914862;13,21;13,89;LINESTRING (844996.198398 6521558.227062, 844982.992298 6521557.914862)
T_1037151958_FRef;R_1036863280;S_1036863281_T_1037151958_FRef;844999.263724 6521555.045077;845001.505024 6521591.754977;36,778;13,89;LINESTRING (844999.263724 6521555.045077, 845001.505024 6521591.754977)
T_1037151958_toRef;E_1036863281_T_1037151958_toRef;R_1036863280;844995.516176 6521592.120623;844993.274876 6521555.410723;36,778;13,89;LINESTRING (844995.516176 6521592.120623, 844993.274876 6521555.410723)
T_1037161254_FRef;E_801880422_T_1037161254_FRef;R_1036868670;846326.297673 6521868.069353;846307.966478 6521881.841049;34,822;13,89;LINESTRING (846326.297673 6521868.069353, 846307.966478 6521881.841049)
T_1037161254_toRef;R_1036868670;S_801880422_T_1037161254_toRef;846302.437322 6521879.511151;846329.901527 6521863.272247;44,78;13,89;LINESTRING (846302.437322 6521879.511151, 846329.901527 6521863.272247)
T_1037161255_FRef;R_801880421;R_1036868670;846269.947342 6521875.958109;846303.882317 6521877.981902;36,137;13,89;LINESTRING (846269.947342 6521875.958109, 846303.882317 6521877.981902)
T_1037161255_toRef;R_1036868670;R_801880421;846306.521483 6521883.370298;846267.491058 6521881.432291;41,315;13,89;LINESTRING (846306.521483 6521883.370298, 846267.491058 6521881.432291)
T_1037161256_FRef_F;R_1036868670;C_82649246;846306.065730 6521877.803158;846391.337663 6521898.472974;89,857;13,89;LINESTRING (846306.06573 6521877.803158, 846391.337663 6521898.472974)
T_1037161257_FRef_F;C_82649246;R_1036868670;846394.044977 6521903.827454;846304.338070 6521883.549042;93,988;13,89;LINESTRING (846394.044977 6521903.827454, 846304.33807 6521883.549042)
T_1037161258_FRef;R_82613416;R_1036868672;846744.965118 6520644.125766;846759.714761 6520744.728429;101,763;13,89;LINESTRING (846744.965118 6520644.125766, 846759.714761 6520744.728429)
T_1037161258_toRef;R_1036868672;R_82613416;846753.758839 6520745.454371;846739.103082 6520645.405034;101,202;13,89;LINESTRING (846753.758839 6520745.454371, 846739.103082 6520645.405034)
T_1037161259_FRef;R_1036868672;R_82613418;846759.703434 6520744.645210;846763.056934 6520766.942010;22,548;13,89;LINESTRING (846759.703434 6520744.64521, 846763.056934 6520766.94201)
T_1037161259_toRef;R_82613418;R_1036868672;846757.123666 6520767.834390;846753.770166 6520745.537590;22,548;13,89;LINESTRING (846757.123666 6520767.83439, 846753.770166 6520745.53759)
T_1037161260_FRef;E_1036868673_T_1037161260_FRef;R_1036868672;846728.569967 6520681.774114;846756.665762 6520742.092241;83,316;8,33;LINESTRING (846728.569967 6520681.774114, 846756.665762 6520742.092241)
T_1037161260_toRef;R_1036868672;S_1036868673_T_1037161260_toRef;846756.807838 6520748.090559;846722.614833 6520682.506486;91,367;8,33;LINESTRING (846756.807838 6520748.090559, 846722.614833 6520682.506486)
T_1037165085_FRef;R_1036870813;R_82613205;846005.851200 6520513.897000;846008.858200 6520452.873400;61,151;13,89;LINESTRING (846005.8512 6520513.897, 846008.8582 6520452.8734)
T_1037165087_FRef_F;R_1036870814;R_1036870822;845967.515800 6520524.093100;845956.178300 6520510.493500;23,926;8,33;LINESTRING (845967.5158 6520524.0931, 845956.1783 6520510.4935)
T_1037165088_FRef;R_1036870817;R_1036870814;845975.285400 6520524.277900;845967.515800 6520524.093100;7,772;8,33;LINESTRING (845975.2854 6520524.2779, 845967.5158 6520524.0931)
T_1037165089_FRef;R_1036870816;R_1036870817;845984.582500 6520525.610000;845975.285400 6520524.277900;9,392;8,33;LINESTRING (845984.5825 6520525.61, 845975.2854 6520524.2779)
T_1037165090_FRef;R_1036870813;R_1036870818;846005.851200 6520513.897000;845998.055100 6520514.822300;7,851;8,33;LINESTRING (846005.8512 6520513.897, 845998.0551 6520514.8223)
T_1037165091_FRef;R_1036870818;R_1036870816;845998.055100 6520514.822300;845984.582500 6520525.610000;24,725;8,33;LINESTRING (845998.0551 6520514.8223, 845984.5825 6520525.61)
T_1037165092_FRef;R_1036870816;R_1036870819;845984.582500 6520525.610000;845990.131700 6520455.760200;70,07;8,33;LINESTRING (845984.5825 6520525.61, 845990.1317 6520455.7602)
T_1037165093_FRef;R_1036870819;R_1036870818;845990.131700 6520455.760200;845998.055100 6520514.822300;66,926;8,33;LINESTRING (845990.1317 6520455.7602, 845998.0551 6520514.8223)
T_1037165094_FRef;R_1036870820;R_1036870819;845981.637800 6520453.336400;845990.131700 6520455.760200;8,833;8,33;LINESTRING (845981.6378 6520453.3364, 845990.1317 6520455.7602)
T_1037165095_FRef;R_1036870820;R_1036870817;845981.637800 6520453.336400;845975.285400 6520524.277900;71,225;8,33;LINESTRING (845981.6378 6520453.3364, 845975.2854 6520524.2779)
T_1037165096_FRef;R_1036870814;R_1036870821;845967.515800 6520524.093100;845973.144000 6520450.912700;73,397;8,33;LINESTRING (845967.5158 6520524.0931, 845973.144 6520450.9127)
T_1037165097_FRef;R_1036870821;R_1036870820;845973.144000 6520450.912700;845981.637800 6520453.336400;8,833;8,33;LINESTRING (845973.144 6520450.9127, 845981.6378 6520453.3364)
T_1037165098_FRef;R_1036870822;R_1036870821;845956.178300 6520510.493500;845973.144000 6520450.912700;77,699;8,33;LINESTRING (845956.1783 6520510.4935, 845973.144 6520450.9127)
T_1037165100_FRef;R_1036870822;R_965930621;845956.178300 6520510.493500;845938.334500 6520508.958200;17,91;8,33;LINESTRING (845956.1783 6520510.4935, 845938.3345 6520508.9582)
T_1037166797_FRef;R_1036871665;C_82613154;845919.069400 6520044.176300;845955.023150 6520052.912881;53,931;13,89;LINESTRING (845919.0694 6520044.1763, 845955.02315 6520052.912881)
T_1037166798_FRef;E_1036871666_T_1037166798_FRef;R_1036871665;845923.717703 6520007.534332;845922.035555 6520044.625662;37,231;8,33;LINESTRING (845923.717703 6520007.534332, 845922.035555 6520044.625662)
T_1037166798_toRef;R_1036871665;S_1036871666_T_1037166798_toRef;845916.103245 6520043.726938;845917.717897 6520007.582468;36,284;8,33;LINESTRING (845916.103245 6520043.726938, 845917.717897 6520007.582468)
T_1037166799_FRef;R_82649274;R_1036871667;846883.034831 6521109.512418;846925.577531 6521118.307018;43,442;13,89;LINESTRING (846883.034831 6521109.512418, 846925.577531 6521118.307018)
T_1037166799_toRef;R_1036871667;R_82649274;846924.362869 6521124.182782;846881.820169 6521115.388182;43,442;13,89;LINESTRING (846924.362869 6521124.182782, 846881.820169 6521115.388182)
T_1037166800_FRef_F;R_1036871667;R_1036871671;846924.970200 6521121.244900;846921.906600 6521216.702600;143,221;13,89;LINESTRING (846924.9702 6521121.2449, 846921.9066 6521216.7026)
T_1037166802_FRef;R_1036871667;R_1036871669;846925.396184 6521118.275298;846943.988284 6521120.942298;18,782;13,89;LINESTRING (846925.396184 6521118.275298, 846943.988284 6521120.942298)
T_1037166802_toRef;R_1036871669;R_1036871667;846943.136316 6521126.881502;846924.544216 6521124.214502;18,782;13,89;LINESTRING (846943.136316 6521126.881502, 846924.544216 6521124.214502)
T_1037166803_FRef_F;R_1036871669;R_1036871670;846944.199407 6521120.980331;847002.329299 6521134.626633;59,728;13,89;LINESTRING (846944.199407 6521120.980331, 847002.329299 6521134.626633)
T_1037166804_toRef_F;R_1036871670;R_1036871669;847000.743101 6521140.413167;846942.925193 6521126.843469;59,407;13,89;LINESTRING (847000.743101 6521140.413167, 846942.925193 6521126.843469)
T_1037166805_FRef_F;R_1036871670;0_61616721;847002.259925 6521134.608505;847156.805355 6521172.748252;189,062;13,89;LINESTRING (847002.259925 6521134.608505, 847156.805355 6521172.748252)
T_1037166806_FRef;R_1036871671;R_1036871669;846921.906600 6521216.702600;846943.562300 6521123.911900;95,284;13,89;LINESTRING (846921.9066 6521216.7026, 846943.5623 6521123.9119)
T_1037166807_FRef;R_1036871670;R_1036871671;847004.426919 6521138.322237;846921.145827 6521219.604535;305,116;8,33;LINESTRING (847004.426919 6521138.322237, 846921.145827 6521219.604535)
T_1037166807_toRef;R_1036871671;R_1036871670;846922.667373 6521213.800665;846998.645481 6521136.717563;296,686;8,33;LINESTRING (846922.667373 6521213.800665, 846998.645481 6521136.717563)
T_1037168531_FRef_F;R_82620766;R_82620773;847411.974690 6519775.915355;847503.967711 6519803.712917;96,128;13,89;LINESTRING (847411.97469 6519775.915355, 847503.967711 6519803.712917)
T_1037168532_toRef_F;R_82620773;R_82620766;847502.113689 6519809.419283;847410.394910 6519781.703645;95,842;13,89;LINESTRING (847502.113689 6519809.419283, 847410.39491 6519781.703645)
T_1037168537_FRef_F_F;R_82620780;R_82620778;847425.833900 6520084.300000;847364.166034 6520141.675997;97,19;13,89;LINESTRING (847425.8339 6520084.3, 847364.166034 6520141.675997)
T_1037168540_toRef_F_F_F;R_82620779;R_82620771;847425.554300 6520022.095000;847436.298519 6519952.214547;197,879;13,89;LINESTRING (847425.5543 6520022.095, 847436.298519 6519952.214547)
T_1037178389_FRef_F;E_545420963_T_1037178389_FRef;R_82620750;847402.738785 6519830.466585;847303.384886 6519896.969236;143,508;8,33;LINESTRING (847402.738785 6519830.466585, 847303.384886 6519896.969236)
T_1037178390_FRef_F;R_82620750;S_545420963_T_1037178389_toRef;847303.528914 6519890.970964;847396.973615 6519828.804415;135,652;8,33;LINESTRING (847303.528914 6519890.970964, 847396.973615 6519828.804415)
T_1037178391_FRef_F;E_82620756_T_1037178391_FRef;R_82620759;847346.231597 6520048.820366;847321.568580 6520169.311968;122,99;8,33;LINESTRING (847346.231597 6520048.820366, 847321.56858 6520169.311968)
T_1037178392_toRef_F;R_82620759;S_82620756_T_1037178391_toRef;847315.691020 6520168.106032;847340.352603 6520047.621434;122,983;8,33;LINESTRING (847315.69102 6520168.106032, 847340.352603 6520047.621434)
T_1037178395_toRef_F;R_82620778;R_82620780;847358.396966 6520140.027403;847425.539303 6520078.306918;104,175;13,89;LINESTRING (847358.396966 6520140.027403, 847425.539303 6520078.306918)
T_1037185208_FRef_F_F;R_1036881906;R_82621140;848377.046700 6520036.049000;848332.335746 6519952.771136;104,203;13,89;LINESTRING (848377.0467 6520036.049, 848332.335746 6519952.771136)
T_1037185209_FRef;R_871513174;R_1036881906;848392.164900 6520045.728100;848378.447000 6520034.288000;17,862;13,89;LINESTRING (848392.1649 6520045.7281, 848378.447 6520034.288)
T_1037185213_FRef;R_881992009;R_1036881908;848431.582723 6520130.395076;848402.492257 6520179.380640;60,149;13,89;LINESTRING (848431.582723 6520130.395076, 848402.492257 6520179.38064)
T_1037185213_toRef;R_1036881908;R_881992009;848398.811143 6520174.642560;848426.474477 6520127.247724;57,97;13,89;LINESTRING (848398.811143 6520174.64256, 848426.474477 6520127.247724)
T_1037185214_FRef_F;R_1036881909;R_1036881906;848371.449561 6520120.772779;848376.947438 6520034.251733;105,472;13,89;LINESTRING (848371.449561 6520120.772779, 848376.947438 6520034.251733)
T_1037185215_FRef;R_1036881909;R_1036881908;848375.111381 6520120.531558;848403.322181 6520175.644658;61,914;13,89;LINESTRING (848375.111381 6520120.531558, 848403.322181 6520175.644658)
T_1037185215_toRef;R_1036881908;R_1036881909;848397.981219 6520178.378542;848369.770419 6520123.265442;61,914;13,89;LINESTRING (848397.981219 6520178.378542, 848369.770419 6520123.265442)
T_1037185216_FRef;E_882049350_T_1037185216_FRef;R_1036881910;848331.445746 6520120.367325;848343.421746 6520139.541025;22,607;13,89;LINESTRING (848331.445746 6520120.367325, 848343.421746 6520139.541025)
T_1037185216_toRef;R_1036881910;S_882049350_T_1037185216_toRef;848338.332854 6520142.719575;848326.356854 6520123.545875;22,607;13,89;LINESTRING (848338.332854 6520142.719575, 848326.356854 6520123.545875)
T_1037185217_FRef;R_1036881909;R_1036881910;848374.001876 6520124.460404;848342.438276 6520143.692204;36,961;13,89;LINESTRING (848374.001876 6520124.460404, 848342.438276 6520143.692204)
T_1037185217_toRef;R_1036881910;R_1036881909;848339.316324 6520138.568396;848370.879924 6520119.336596;36,961;13,89;LINESTRING (848339.316324 6520138.568396, 848370.879924 6520119.336596)
T_1037185218_FRef;R_871518312;R_1036881911;848203.882600 6520115.603000;848280.759668 6520170.956841;111,0355;13,89;LINESTRING (848203.8826 6520115.603, 848280.759668 6520170.956841)
T_1037185219_FRef;R_1036881911;R_82621190;848276.539873 6520171.331428;848253.438878 6520203.826026;40,1325;13,89;LINESTRING (848276.539873 6520171.331428, 848253.438878 6520203.826026)
T_1037185220_FRef;R_1036881912;R_1036881909;848412.997168 6520072.438460;848373.124774 6520124.819513;83,195;13,89;LINESTRING (848412.997168 6520072.43846, 848373.124774 6520124.819513)
T_1037185220_toRef;R_1036881909;R_1036881912;848371.757026 6520118.977487;848409.891883 6520075.347826;74,493;13,89;LINESTRING (848371.757026 6520118.977487, 848409.891883 6520075.347826)
T_1037185221_FRef;R_82621420;R_1036881912;848431.390200 6520063.339400;848412.170875 6520069.840773;20,289;13,89;LINESTRING (848431.3902 6520063.3394, 848412.170875 6520069.840773)
T_1037185222_FRef;R_1036881912;R_82621191;848411.442081 6520070.048213;848297.410591 6520133.579302;131,511;13,89;LINESTRING (848411.442081 6520070.048213, 848297.410591 6520133.579302)
T_1037185223_FRef;R_1036881910;R_1036881913;848342.453443 6520143.682901;848294.221967 6520173.834483;56,881;13,89;LINESTRING (848342.453443 6520143.682901, 848294.221967 6520173.834483)
T_1037185223_toRef;R_1036881913;R_1036881910;848290.976339 6520168.962634;848339.301157 6520138.577699;57,084;13,89;LINESTRING (848290.976339 6520168.962634, 848339.301157 6520138.577699)
T_1037185224_FRef;R_1036881911;R_1036881913;848282.198904 6520171.233941;848289.708508 6520174.934406;8,372;13,89;LINESTRING (848282.198904 6520171.233941, 848289.708508 6520174.934406)
T_1037185224_toRef;R_1036881913;R_82621190;848286.131586 6520177.068769;848254.616406 6520204.761730;41,954;13,89;LINESTRING (848286.131586 6520177.068769, 848254.616406 6520204.76173)
T_1037185225_FRef;R_1036881910;R_1036881914;848343.445029 6520139.578924;848374.094329 6520190.307524;59,269;13,89;LINESTRING (848343.445029 6520139.578924, 848374.094329 6520190.307524)
T_1037185225_toRef;R_1036881914;R_1036881910;848368.958871 6520193.410276;848338.309571 6520142.681676;59,269;13,89;LINESTRING (848368.958871 6520193.410276, 848338.309571 6520142.681676)
T_1037185226_FRef;R_1036881908;R_1036881914;848402.014205 6520179.684348;848372.889105 6520194.531648;32,691;13,89;LINESTRING (848402.014205 6520179.684348, 848372.889105 6520194.531648)
T_1037185226_toRef;R_1036881914;R_1036881908;848370.164095 6520189.186152;848399.289195 6520174.338852;32,691;13,89;LINESTRING (848370.164095 6520189.186152, 848399.289195 6520174.338852)
T_1037185227_FRef;R_82621300;R_1036881915;848187.380068 6520395.685401;848120.586784 6520409.851926;69,275;13,89;LINESTRING (848187.380068 6520395.685401, 848120.586784 6520409.851926)
T_1037185227_toRef;R_1036881915;R_82621300;848120.731616 6520403.853674;848185.221332 6520390.087199;66,931;13,89;LINESTRING (848120.731616 6520403.853674, 848185.221332 6520390.087199)
T_1037185228_FRef;R_1036881915;R_545420707;848120.941910 6520409.839449;848111.591410 6520410.724549;9,392;13,89;LINESTRING (848120.94191 6520409.839449, 848111.59141 6520410.724549)
T_1037185228_toRef;R_545420707;R_1036881915;848111.025990 6520404.751251;848120.376490 6520403.866151;9,392;13,89;LINESTRING (848111.02599 6520404.751251, 848120.37649 6520403.866151)
T_1037185229_FRef;R_82621273;R_1036881915;848100.724900 6520524.119700;848120.659200 6520406.852800;124,466;13,89;LINESTRING (848100.7249 6520524.1197, 848120.6592 6520406.8528)
T_1037185230_FRef;R_1036881913;R_1036881916;848290.150924 6520175.540057;848308.188827 6520198.203233;29,393;13,89;LINESTRING (848290.150924 6520175.540057, 848308.188827 6520198.203233)
T_1037185230_toRef;R_1036881916;R_1036881913;848303.844573 6520202.341767;848284.661407 6520175.853507;32,856;13,89;LINESTRING (848303.844573 6520202.341767, 848284.661407 6520175.853507)
T_1037185231_FRef;R_1036881914;R_1036881916;848373.542624 6520194.080532;848304.860210 6520203.040628;75,527;13,89;LINESTRING (848373.542624 6520194.080532, 848304.86021 6520203.040628)
T_1037185231_toRef;R_1036881916;R_1036881914;848307.173190 6520197.504372;848369.510576 6520189.637268;68,769;13,89;LINESTRING (848307.17319 6520197.504372, 848369.510576 6520189.637268)
T_1037356629_FRef_F;R_82649080;R_82649077;846226.638800 6521785.493600;846149.588800 6521920.288400;155,263;13,89;LINESTRING (846226.6388 6521785.4936, 846149.5888 6521920.2884)
